TargetID	MF1	MF1-2	MF3	MF3-2	MF6	MF6-2	A1	B1	C1	D1	E1
CKAP4	96.2	107.7	180.4	162.5	170.4	213.4	219.6	481.4	244.0	324.5	447.9
CKAP5	110.0	93.7	122.0	113.5	110.3	109.6	159.6	95.4	170.1	77.2	95.7
CKB	26.2	38.1	10.1	11.8	32.0	24.8	7.2	2.2	0.0	0.0	3.6
CKLF	165.3	157.8	334.6	321.1	405.9	437.2	674.3	422.0	475.1	407.3	451.3
CKS1B	128.7	124.3	209.9	242.6	322.8	274.0	384.1	204.3	322.7	153.5	284.9
CKS2	270.1	295.3	440.3	447.2	547.0	527.8	293.6	318.5	344.7	267.3	434.6
CLASP1	131.7	119.8	91.7	79.7	54.8	61.7	55.4	67.3	42.3	62.9	53.4
CLASP2	8.0	6.0	5.2	3.1	0.0	18.5	15.8	16.7	9.3	21.8	19.5
CLC	37.4	44.6	10.1	10.1	69.9	51.7	252.5	187.3	193.2	206.4	167.6
CLCA1	3.3	0.8	4.4	7.2	4.7	1.7	2.6	4.0	0.0	1.8	4.2
CLCC1	16.3	8.2	32.5	25.1	12.3	12.7	21.4	20.3	22.7	23.5	26.0
CLCF1	30.6	37.3	10.0	15.2	18.4	13.2	21.1	26.3	16.3	20.5	4.8
CLCN3	82.5	79.1	47.8	45.9	22.2	26.9	28.0	17.1	28.5	14.7	14.7
CLCN6	34.8	38.3	19.0	22.2	13.1	13.3	21.1	11.4	12.0	15.6	10.8
CLCN7	972.2	944.0	785.5	810.1	771.8	601.1	576.9	559.5	701.2	662.0	435.1
CLDN14	29.7	21.5	29.1	34.2	31.3	18.1	30.4	18.5	40.8	14.6	23.5
CLDN15	145.1	131.5	60.3	53.9	28.6	25.9	34.4	42.0	41.3	64.8	26.4
CLDN19	4.1	2.4	2.5	3.8	4.2	4.3	0.8	2.1	1.9	2.6	0.3
CLDN20	4.5	1.4	4.3	11.7	9.0	5.2	8.4	0.2	3.7	5.8	3.3
CLDN7	4.6	4.1	1.7	1.7	0.0	5.8	1.1	4.8	2.0	5.2	5.5
CLDND1	252.0	222.8	395.8	395.9	240.3	285.7	346.9	228.8	278.9	278.9	235.3
CLDND2	106.0	101.6	85.5	97.8	53.6	48.5	72.5	88.2	77.0	94.0	65.2
CLEC10A	11.3	13.8	6.6	11.1	7.9	5.0	9.2	2.6	9.2	15.2	17.0
CLEC11A	42.6	49.7	21.2	19.5	149.0	144.0	119.4	187.9	158.9	78.5	381.4
CLEC12A	62.1	65.5	39.5	43.0	239.3	233.8	414.2	151.8	124.4	176.6	191.0
CLEC16A	63.5	70.1	77.8	94.8	64.4	71.2	61.5	73.5	56.0	81.4	49.2
CLEC2B	54.1	55.8	160.7	185.5	61.1	74.9	63.4	35.8	16.1	92.3	60.6
CLEC2D	547.2	540.5	637.8	616.7	466.9	567.6	530.9	547.0	442.4	670.4	647.4
CLEC3B	4.0	5.0	5.4	0.4	23.7	8.9	10.6	17.2	3.6	9.8	8.3
CLEC4A	47.6	38.5	93.4	99.1	301.6	297.9	277.0	282.9	232.3	244.7	173.1
CLEC4C	0.0	3.0	7.0	9.0	2.1	4.5	18.9	20.7	9.3	12.7	33.3
CLEC4D	23.9	26.8	17.1	19.6	66.5	52.4	49.1	26.3	42.1	18.3	13.7
CLEC4E	10.2	0.0	8.8	3.7	20.3	11.8	14.0	16.5	7.7	15.2	9.1
CLEC4G	9.7	6.3	8.3	11.5	8.8	11.8	38.0	11.1	21.3	4.0	25.5
CLEC5A	20.9	14.1	20.0	18.4	53.1	34.7	66.7	37.1	39.4	31.3	11.4
CLEC7A	27.8	27.6	18.9	15.9	144.7	237.0	47.0	55.7	17.0	69.5	41.5
CLEC9A	0.0	5.5	0.6	3.6	3.2	7.2	2.0	4.3	10.3	3.5	1.3
CLECL1	1.4	0.0	52.8	49.8	99.8	87.9	35.1	28.9	13.8	71.8	54.7
CLIC1	863.8	989.0	689.4	611.7	1752.4	1924.0	807.2	1187.4	791.3	1122.2	1116.2
CLIC2	97.4	72.9	34.5	29.7	6.6	10.9	12.4	2.3	14.0	14.4	12.9
CLIC3	134.1	139.9	111.9	147.1	182.0	115.2	98.8	84.2	131.5	67.3	96.8
CLIC4	89.1	79.3	28.6	29.1	34.3	62.5	45.8	40.2	44.5	40.9	35.5
CLINT1	237.8	239.2	246.5	200.4	99.1	279.1	314.3	327.7	195.6	339.8	263.9
CLIP1	34.3	31.8	55.5	54.1	66.1	47.4	84.5	35.3	48.9	43.3	33.8
CLIP2	16.9	16.1	3.1	9.4	10.9	7.6	6.9	5.6	3.9	4.9	6.7
CLIP4	11.4	11.4	28.8	17.1	11.2	13.5	12.8	21.3	12.3	19.7	12.6
CLK1	478.2	420.9	266.5	277.3	61.7	188.2	144.2	156.2	105.0	159.9	186.3
CLK2	50.0	54.3	69.8	65.0	33.2	24.9	67.6	46.5	79.3	64.0	38.9
CLK3	330.9	307.8	124.8	172.2	68.0	49.2	58.3	86.6	61.5	68.2	56.0
CLK4	98.8	85.4	42.6	47.9	17.8	31.2	48.7	41.6	33.0	50.2	31.6
CLMN	9.4	0.0	5.4	2.2	3.5	3.9	2.9	7.7	5.6	5.4	4.9
CLN3	47.5	53.9	65.2	55.5	51.7	51.7	33.3	63.5	37.0	54.7	47.0
CLN5	9.7	6.9	20.6	27.4	34.0	18.7	23.1	0.5	22.1	18.9	9.4
CLN6	11.6	0.0	3.4	5.7	9.8	14.2	2.8	4.9	4.6	7.0	15.5
CLN8	24.4	17.2	13.4	4.1	0.4	8.7	5.8	12.8	5.9	17.0	11.0
CLNS1A	276.2	325.2	318.7	364.0	362.4	407.2	469.8	402.5	393.9	425.7	514.9
CLOCK	7.7	12.2	22.6	21.8	17.7	7.7	11.3	17.1	11.4	11.6	6.3
CLP1	47.5	36.2	33.4	51.5	31.5	32.0	49.0	38.7	40.1	39.2	40.5
CLPP	46.0	54.3	92.3	76.0	161.7	85.8	68.7	54.4	75.1	62.3	64.4
CLPTM1	115.1	147.8	134.7	92.2	190.7	148.2	58.3	206.0	122.9	109.6	192.5
CLPTM1L	224.2	216.9	285.1	235.0	153.5	243.7	89.8	248.6	116.9	183.0	193.4
CLPX	142.2	141.1	71.0	94.3	55.1	62.4	111.1	62.5	90.3	73.9	74.1
CLRN1	15.9	17.7	0.5	4.4	9.4	10.8	4.5	16.2	16.6	6.3	9.9
CLSTN1	71.8	74.5	108.8	99.4	90.9	86.9	110.5	81.3	114.1	77.9	83.0
CLTA	92.4	76.8	88.5	93.4	156.8	148.9	82.7	118.5	122.5	110.8	147.6
CLTB	125.0	135.8	140.6	134.7	176.7	142.4	90.8	101.2	93.0	108.6	79.0
CLTC	19.3	10.1	27.9	16.6	33.8	31.0	48.1	13.5	21.1	17.7	16.2
CLTCL1	6.1	3.6	6.5	6.8	7.0	7.7	6.1	32.3	13.5	14.9	7.1
CLUAP1	1750.4	1752.7	1826.7	1697.8	1624.2	1826.5	1315.6	1786.3	1792.7	1334.5	1924.4
CLYBL	34.8	31.4	33.8	40.8	31.7	28.5	37.8	13.6	22.3	32.4	20.0
CMAH	40.9	33.1	20.7	31.0	12.2	22.5	22.0	20.2	28.1	35.5	23.6
CMAS	277.4	262.6	610.2	647.8	303.5	380.8	356.4	290.4	291.3	206.0	238.7
CMBL	101.3	81.4	3.7	0.0	39.0	47.7	49.0	33.2	48.3	58.7	61.7
CMC1	29.4	30.7	28.6	37.9	51.3	52.9	30.7	36.2	39.8	28.5	38.7
CMIP	167.6	136.0	90.3	86.6	225.5	165.1	644.7	230.4	386.7	281.8	232.9
CMPK1	157.6	166.9	286.3	309.7	129.0	221.4	211.6	147.7	174.6	178.1	184.9
CMPK2	5.4	4.2	4.6	11.2	4.5	23.6	3.5	28.0	0.3	0.0	7.0
CMTM1	2.7	2.2	8.4	3.6	9.9	2.5	6.4	5.3	2.5	2.6	0.0
CMTM2	0.0	1.5	0.2	0.0	33.0	22.9	42.2	29.9	22.9	19.3	13.7
CMTM3	90.1	90.4	89.7	86.0	128.4	111.1	70.6	70.0	56.1	89.3	59.6
CMTM4	1.0	3.0	2.2	3.3	2.4	1.5	9.0	4.0	0.3	6.0	2.6
CMTM5	122.8	129.3	5.6	0.0	346.6	261.1	11.0	4.9	5.4	7.3	4.5
CMTM6	173.5	186.9	232.7	180.8	205.7	517.4	379.9	315.4	308.8	294.1	370.1
CMTM7	134.1	140.9	329.4	296.3	311.7	288.5	518.4	354.4	436.8	366.5	355.9
CMTM8	1.2	1.3	77.7	79.1	39.1	35.5	97.8	22.8	181.7	55.8	32.3
CNBP	271.8	272.5	279.2	236.9	146.1	293.4	163.5	305.6	191.7	269.9	296.5
CNDP2	551.3	558.6	511.4	545.8	790.5	795.5	541.2	543.8	623.4	623.0	596.3
CNFN	7.7	3.3	8.3	3.7	9.4	5.9	7.4	16.9	3.7	8.2	4.0
CNGB1	0.2	0.7	2.8	3.6	6.0	3.6	4.0	2.1	4.3	3.7	3.4
CNIH	106.5	94.7	171.3	165.4	140.1	188.5	251.1	189.7	234.6	233.9	225.2
CNIH4	210.1	220.9	328.0	388.5	650.0	478.8	424.5	292.0	385.8	352.9	337.0
CNKSR1	12.2	20.9	12.3	7.4	1.3	4.4	3.1	8.6	0.0	2.0	2.2
CNKSR3	31.7	32.0	14.0	11.9	18.8	21.3	23.8	12.4	14.2	11.9	19.9
CNN2	198.6	171.9	172.3	251.6	171.5	150.4	141.4	263.8	149.0	206.3	114.9
CNN3	0.0	0.0	24.5	30.9	17.8	13.1	22.7	6.9	26.2	13.5	14.6
CNNM2	7.6	4.0	7.7	1.0	8.3	8.8	17.4	8.1	6.2	7.3	8.4
CNNM3	49.7	49.7	33.2	37.3	41.8	22.9	54.9	26.6	62.6	50.1	23.3
CNNM4	2.9	7.2	0.9	10.0	3.6	6.2	7.8	0.0	7.3	2.8	7.6
CNO	85.6	83.8	121.4	187.5	110.7	112.8	161.6	108.5	131.4	157.0	139.1
CNOT1	161.7	159.0	190.2	182.0	142.5	129.4	241.0	147.0	175.2	191.7	114.0
CNOT10	45.3	37.5	60.5	56.6	59.0	42.3	68.0	50.1	72.7	29.3	40.2
CNOT2	183.7	194.5	122.3	104.1	77.5	149.3	147.7	218.3	154.0	201.1	242.3
CNOT3	16.1	15.8	10.8	2.3	17.6	21.8	1.2	33.3	19.6	11.6	22.5
CNOT4	52.7	53.8	31.0	25.6	21.2	22.6	28.0	18.5	32.4	29.9	22.0
CNOT6	95.9	79.2	66.2	61.6	42.6	61.7	81.9	82.8	65.3	89.3	76.2
CNOT6L	7.5	9.0	6.3	7.2	4.6	5.7	10.7	3.3	6.6	4.1	7.7
CNOT7	87.5	77.2	65.5	53.6	44.1	90.6	111.1	90.9	105.2	134.8	152.5
CNOT8	67.7	70.9	112.2	131.9	40.5	70.0	96.2	65.6	72.8	90.3	74.6
CNPY1	3.4	7.3	0.0	4.4	5.6	4.3	5.1	1.7	6.5	3.3	4.3
CNPY2	117.8	119.3	158.0	145.3	307.0	206.6	158.4	207.1	262.7	220.4	263.4
CNPY3	38.3	43.9	42.1	44.7	151.1	146.8	44.8	198.4	78.8	130.3	236.1
CNPY4	19.4	18.1	28.0	27.1	26.0	20.5	23.8	19.0	27.2	38.7	23.0
CNR1	7.4	6.1	5.0	4.8	8.8	0.0	6.5	3.8	8.9	4.3	5.4
CNRIP1	130.5	139.9	23.0	38.4	54.7	50.4	92.4	44.9	88.1	58.0	88.3
CNTLN	3.0	0.0	5.6	2.9	6.5	9.4	4.9	7.4	7.5	2.0	6.5
CNTROB	10.3	3.1	7.5	1.2	18.8	7.2	8.0	5.7	8.8	7.5	14.0
COASY	131.2	133.8	188.9	231.1	160.0	119.6	145.3	196.8	179.9	155.5	168.2
COBLL1	36.0	35.4	62.2	73.4	68.2	48.5	78.1	43.6	55.5	34.4	31.2
COBRA1	44.2	62.0	67.3	51.2	74.3	64.5	29.0	67.7	33.0	42.3	78.6
COCH	15.4	15.5	15.6	18.3	25.7	29.8	37.2	13.7	30.2	10.5	14.7
COG1	22.2	16.0	12.7	15.3	5.0	10.3	24.3	19.8	33.1	17.1	29.0
COG2	80.6	73.9	94.3	119.0	76.8	61.0	110.3	88.5	118.1	67.6	62.0
COG3	18.2	18.1	20.6	21.5	9.3	8.7	25.0	13.0	21.7	22.0	12.7
COG4	40.6	49.5	66.0	55.3	50.8	39.9	26.5	35.8	40.4	23.5	28.1
COG5	14.6	14.5	15.9	21.3	14.8	18.6	18.1	11.9	21.7	13.4	17.1
COG6	20.9	9.6	29.6	40.2	9.6	22.5	38.7	27.2	24.2	29.7	27.5
COG7	7.7	11.2	16.0	34.4	18.5	10.4	34.8	14.8	38.2	16.0	22.9
COG8	6.2	11.0	5.5	5.0	5.3	10.7	4.6	10.4	4.8	8.3	5.2
COIL	116.7	97.7	108.5	115.3	156.4	104.5	156.4	86.1	141.1	99.9	114.3
COL17A1	5.5	2.7	0.7	4.4	2.5	0.3	1.4	6.1	5.8	6.2	1.0
COL18A1	9.0	13.7	11.6	14.0	13.1	8.3	11.3	9.6	10.7	5.8	1.6
COL1A1	4.6	3.1	22.4	30.2	1.0	6.4	7.7	3.7	22.2	2.7	0.0
COL1A2	1.9	1.5	12.3	9.0	4.4	3.1	8.4	1.9	3.0	2.3	3.8
COL20A1	3.0	4.0	2.6	4.3	4.1	7.2	7.9	9.4	8.7	3.5	0.0
COL23A1	10.2	14.4	4.0	1.5	11.4	0.0	5.5	5.1	10.0	4.5	14.6
COL24A1	31.8	21.8	1.7	1.5	4.2	5.0	7.0	7.7	1.3	10.0	15.1
COL4A2	4.1	4.0	0.0	7.7	3.4	0.4	1.9	0.3	8.0	7.8	2.2
COL4A3BP	8.4	2.9	10.0	6.0	35.3	33.3	45.9	70.7	40.0	46.8	37.8
COL5A1	12.7	6.1	14.5	15.0	4.7	4.9	8.2	7.0	12.9	5.5	4.6
COL6A2	7.7	8.8	5.9	4.6	4.8	7.3	1.8	6.8	4.5	5.7	5.0
COL6A3	11.9	10.9	5.8	6.4	15.8	19.7	6.4	0.7	7.6	1.0	3.4
COL7A1	15.7	8.5	0.9	6.9	1.7	5.4	9.3	12.0	2.4	11.8	0.0
COL8A2	27.1	36.3	44.3	39.5	39.7	30.7	35.9	45.1	44.9	27.5	31.1
COL9A2	12.4	23.3	25.5	26.0	36.0	21.8	51.4	59.9	43.6	32.8	29.4
COLQ	17.3	21.3	11.7	5.1	11.2	10.0	6.1	17.6	9.7	7.6	8.4
COMMD1	257.2	262.9	289.3	312.9	611.2	360.8	366.7	318.5	350.0	271.8	343.0
COMMD10	55.3	51.6	54.2	50.1	67.6	125.2	106.9	69.0	64.1	63.8	85.0
COMMD2	71.4	62.0	75.8	84.5	143.6	106.8	164.6	52.2	100.6	94.1	103.1
COMMD3	313.4	276.0	508.4	528.3	361.5	480.0	671.1	544.3	600.0	548.5	523.5
COMMD4	90.7	83.5	102.0	86.2	134.2	121.8	123.9	102.2	128.5	99.8	111.4
COMMD5	31.8	27.7	36.3	23.2	40.8	37.1	42.0	28.3	32.6	32.3	30.8
COMMD6	396.1	415.9	979.8	974.2	426.3	638.4	641.1	630.6	582.1	700.3	759.0
COMMD7	485.0	438.1	364.0	334.4	575.2	580.4	873.0	442.9	588.0	498.0	476.5
COMMD8	37.5	32.4	64.3	82.4	41.5	100.9	104.3	86.1	73.6	115.1	100.1
COMMD9	106.8	109.5	138.4	129.8	247.0	213.1	307.7	266.3	327.6	229.9	286.4
COMT	134.1	136.1	106.8	95.5	141.1	126.6	211.1	148.4	206.8	172.2	196.7
COMTD1	51.2	42.0	88.0	78.0	110.6	55.5	29.3	67.2	62.2	42.3	54.7
COPA	360.4	347.4	297.0	389.3	346.1	343.9	569.6	379.5	499.8	469.8	416.6
COPB1	366.8	292.5	312.8	330.1	254.1	309.0	465.2	337.5	364.9	305.7	368.9
COPB2	80.4	77.2	71.0	95.8	60.3	104.4	114.8	73.9	89.7	100.9	85.0
COPE	190.7	211.7	175.0	145.2	239.8	309.8	48.8	227.9	80.6	194.8	275.6
COPG	63.0	64.4	37.9	45.2	56.9	68.7	66.3	64.5	60.6	47.4	45.9
COPG2	40.6	33.0	36.2	30.3	44.3	63.2	38.1	33.2	15.8	67.7	30.7
COPS2	18.6	8.1	17.3	20.2	11.0	14.8	12.8	7.3	9.5	11.3	21.2
COPS3	480.3	504.9	738.2	746.1	508.6	561.5	536.1	526.6	541.2	467.1	604.4
COPS4	134.7	119.4	115.6	116.8	134.3	163.9	126.4	123.4	119.4	118.7	132.5
COPS5	582.8	575.7	534.5	548.3	380.0	514.5	473.8	428.9	460.7	513.1	530.1
COPS6	70.5	59.5	84.1	100.1	110.5	75.0	92.2	83.0	77.2	79.2	82.6
COPS7A	141.6	178.0	207.4	255.3	221.9	211.0	305.9	188.7	260.6	296.7	176.7
COPS7B	93.9	102.0	119.7	95.2	88.9	87.0	93.6	59.1	88.0	94.2	64.7
COPS8	56.3	53.0	55.7	62.9	73.1	69.1	73.2	47.9	59.3	53.6	54.1
COPZ1	138.5	159.3	231.6	170.9	145.5	200.8	160.5	173.2	162.5	125.2	209.3
COQ10A	130.4	137.4	228.4	271.4	364.8	251.8	369.1	302.2	298.8	278.9	189.0
COQ10B	205.5	160.2	165.3	216.2	218.3	261.4	194.2	93.3	111.0	120.5	103.6
COQ2	153.8	150.5	130.1	167.3	238.9	253.4	231.6	154.3	168.3	180.9	195.6
COQ3	64.6	55.4	60.7	72.0	61.0	68.7	75.7	38.1	63.2	66.0	66.9
COQ5	81.3	85.9	90.9	111.8	140.5	165.0	192.4	130.4	144.0	167.4	150.8
COQ6	16.2	20.3	22.8	23.1	17.3	14.3	28.7	17.7	25.5	18.0	17.2
COQ7	5.3	1.6	9.1	8.1	13.3	3.9	15.2	1.5	12.9	3.7	0.8
COQ9	90.3	81.7	113.2	98.9	122.3	125.4	194.4	132.3	199.8	129.9	155.0
CORO1A	376.0	475.4	992.4	791.9	708.4	1183.1	126.3	1199.3	355.9	1095.4	1027.0
CORO1B	58.8	58.4	45.9	44.0	107.0	99.4	41.6	42.4	48.1	61.2	39.0
CORO1C	195.1	179.5	132.3	89.8	170.0	204.4	140.8	127.8	101.8	116.2	110.6
CORO2A	6.2	8.5	10.4	11.4	5.8	9.5	14.2	35.1	18.3	44.3	22.5
CORO6	0.0	8.8	3.1	2.9	7.4	0.9	5.2	4.0	20.6	4.0	7.4
CORO7	181.6	249.4	275.3	201.1	140.1	187.9	42.8	261.8	107.1	84.0	181.7
COTL1	81.8	105.8	178.5	165.2	141.6	227.4	204.7	178.5	216.9	211.9	119.6
COX10	86.9	79.7	112.5	135.6	94.6	72.1	117.5	87.2	116.3	83.3	97.5
COX15	8.2	12.5	15.9	9.6	29.3	17.9	24.2	20.0	36.3	10.4	20.9
COX17	450.4	460.5	813.1	723.9	678.4	1041.0	428.9	751.0	458.5	556.8	729.8
COX19	189.1	216.5	106.8	92.2	113.1	61.1	174.3	230.6	174.1	162.3	99.8
COX4I1	2136.4	2191.9	3568.0	3664.3	3946.0	2841.8	3101.7	2609.6	3463.7	2191.9	2642.7
COX4NB	19.8	23.4	44.6	48.0	21.1	35.5	27.0	28.5	18.1	25.9	23.6
COX5A	918.3	1045.8	1328.5	1368.4	2461.6	1429.8	2386.6	1317.3	1930.4	1191.7	1508.4
COX5B	848.4	888.2	1008.7	971.1	1470.1	1499.9	496.9	1024.2	695.6	873.0	1044.4
COX6A1	358.6	332.5	422.0	499.2	784.4	495.1	596.8	353.2	590.4	329.4	442.9
COX6B1	897.0	877.7	824.0	673.8	643.9	1638.5	1027.0	1586.6	935.4	1335.7	1662.6
COX6C	1334.1	1330.8	1698.6	1953.5	1540.2	1725.2	1645.7	1322.6	1489.9	1384.8	1634.2
COX7A2	1310.5	1296.7	2056.7	1996.4	1791.3	2582.9	1368.4	1308.6	1081.6	1282.8	1419.6
COX7A2L	414.7	434.0	573.8	652.1	378.2	596.8	475.9	530.9	326.2	578.5	570.3
COX7B	452.6	511.9	967.4	946.5	817.1	1056.9	621.3	611.7	618.3	390.0	662.4
COX7C	1269.5	1127.6	2106.4	1896.2	1924.0	2692.2	1768.7	2215.3	1916.9	2130.4	2475.8
COX8A	1199.3	1070.2	1486.9	1224.4	1731.9	1858.2	1105.9	1483.0	1290.1	1466.8	1781.7
CP110	76.8	78.1	125.3	144.0	135.1	117.8	185.7	116.7	156.6	94.7	110.1
CPA3	316.6	338.9	0.0	0.3	77.4	114.2	134.3	61.5	79.4	89.9	201.6
CPD	54.5	50.6	79.2	73.2	62.1	54.7	147.2	62.7	84.7	67.2	60.5
CPEB2	18.6	19.5	19.3	10.6	3.7	12.5	17.6	13.6	8.6	12.8	11.3
CPEB3	13.4	12.6	7.2	7.9	20.3	16.3	39.7	20.3	23.5	25.7	21.2
CPEB4	83.4	71.9	20.7	12.2	4.5	19.1	7.7	18.6	21.2	36.5	14.5
CPM	3.8	1.1	3.4	4.0	5.6	2.5	5.2	4.9	4.9	5.1	0.7
CPNE1	81.7	85.4	56.8	47.8	59.9	60.6	69.2	85.7	98.5	63.6	63.5
CPNE2	4.9	0.9	3.5	2.2	5.0	5.1	13.0	0.0	12.7	5.1	6.6
CPNE3	249.6	247.2	268.7	278.1	186.9	262.6	438.1	362.4	268.7	308.4	191.9
CPNE8	35.5	29.9	26.1	23.1	37.7	38.5	77.8	52.5	65.6	69.4	76.2
CPOX	385.1	417.6	396.9	433.8	278.6	248.9	241.3	164.3	235.9	99.7	137.3
CPPED1	12.4	3.3	9.0	2.0	9.9	10.7	28.2	10.1	22.7	17.5	20.6
CPSF1	263.1	269.4	180.6	243.6	116.3	72.9	157.1	101.4	218.3	127.8	108.9
CPSF2	17.2	16.4	22.6	20.6	40.4	29.2	73.6	34.6	39.0	30.3	37.9
CPSF3	176.7	169.7	278.1	259.5	198.1	257.6	164.1	216.0	178.0	201.4	235.4
CPSF3L	55.1	65.2	69.0	50.3	61.3	37.6	46.0	47.3	41.8	47.4	36.4
CPSF4	186.5	199.2	206.8	224.3	193.3	157.1	193.1	165.7	223.4	191.7	188.6
CPSF4L	8.5	4.3	7.8	4.8	2.9	3.6	0.0	4.9	8.1	2.3	0.9
CPSF6	11.6	11.2	5.1	3.8	1.7	14.6	12.0	5.0	5.2	10.9	5.2
CPT1A	5.5	5.5	9.3	10.6	4.9	8.9	7.4	17.0	2.8	10.5	12.6
CPT1B	24.6	39.0	29.4	32.7	32.5	25.7	21.8	20.4	30.4	20.4	15.9
CPT2	33.5	35.2	50.3	43.0	76.5	56.2	111.3	54.5	100.4	93.5	73.2
CPVL	239.6	222.6	351.1	371.2	655.1	937.7	911.1	631.7	547.5	1057.7	873.7
CPXM1	133.5	156.9	9.9	18.0	47.6	26.8	18.0	16.5	11.8	16.4	22.8
CR2	1.7	1.5	14.8	14.2	2.3	4.9	10.6	4.7	6.8	6.4	8.1
CRABP2	6.5	12.2	12.6	5.4	5.9	4.1	8.3	4.3	1.2	4.7	4.3
CRADD	31.4	32.1	48.0	46.0	55.8	57.6	37.8	34.8	55.9	33.6	44.4
CRAMP1L	43.3	58.8	41.3	24.8	19.7	24.8	51.6	36.2	51.7	27.5	39.4
CRAT	4.9	17.7	10.7	8.9	10.6	6.6	9.0	8.6	10.5	5.4	3.5
CRBN	199.7	215.8	227.1	232.7	167.0	151.5	289.7	139.5	268.0	241.1	179.1
CRCP	262.8	218.4	146.1	126.4	182.2	91.5	150.6	317.7	261.1	211.4	179.7
CREB1	1136.8	997.6	515.3	525.8	979.3	360.4	853.1	1056.4	1108.9	1086.1	742.9
CREB3L2	89.0	86.2	64.4	52.9	64.6	90.9	192.0	113.2	168.2	142.4	119.4
CREB3L4	4.5	3.9	3.1	0.8	7.7	8.9	4.7	0.0	4.6	1.5	7.5
CREBBP	134.5	155.3	107.4	112.0	46.3	77.2	104.2	132.0	94.5	126.2	101.1
CREBL1	20.2	17.7	12.8	25.5	21.5	15.5	12.2	15.3	8.7	13.6	28.6
CREBL2	10.2	12.3	9.5	6.0	29.6	17.9	8.5	3.5	7.1	8.6	0.3
CREBZF	72.7	65.2	49.6	56.6	15.5	18.6	97.4	61.2	55.4	81.6	37.3
CREG1	767.9	720.6	357.8	419.2	278.5	362.4	576.2	338.3	372.6	383.4	433.4
CRELD1	11.2	11.7	22.8	20.1	18.5	13.5	14.4	8.2	17.1	15.1	14.3
CRELD2	156.4	155.5	250.7	227.6	277.6	230.8	174.2	178.3	162.9	188.9	178.5
CRHBP	6.6	3.0	2.0	5.4	10.1	8.1	7.9	5.1	2.1	5.8	10.9
CRIP1	871.4	975.5	1089.9	1027.0	1497.3	996.2	741.3	816.4	989.0	636.4	597.7
CRIP2	8.4	19.6	37.0	30.6	13.1	5.6	34.7	28.7	17.9	18.3	13.7
CRIP3	0.9	0.9	1.3	4.4	6.6	2.6	7.3	0.0	10.8	2.0	3.4
CRIPAK	31.4	32.8	61.4	60.4	16.1	9.1	98.5	54.4	31.0	23.0	55.0
CRIPT	76.1	58.3	30.5	35.5	70.1	67.1	62.0	41.6	37.2	45.8	59.1
CRISP2	8.5	10.9	11.6	3.8	6.5	3.1	23.5	124.7	25.3	81.8	11.4
CRISPLD2	28.6	35.0	65.9	54.6	197.8	133.5	335.9	267.7	455.3	162.2	255.3
CRK	20.5	19.9	6.6	6.7	18.1	18.2	32.6	40.3	45.3	38.8	42.3
CRKL	328.4	313.4	352.0	332.2	229.5	245.8	201.1	217.8	244.2	233.6	229.7
CRKRS	27.4	23.9	38.7	45.1	49.6	24.7	52.5	30.8	59.8	32.3	40.8
CRLF3	59.8	49.6	164.2	158.7	77.4	124.3	149.6	133.6	112.7	171.2	112.7
CRLS1	205.1	197.8	227.0	257.7	274.1	358.2	395.4	326.8	246.3	293.8	337.5
CROCC	10.7	7.0	15.4	19.5	2.6	6.6	0.0	6.2	5.9	9.6	0.2
CROCCL1	0.3	3.1	7.3	1.3	2.5	3.4	0.0	5.9	3.5	6.0	3.8
CROCCL2	2.9	2.8	5.3	3.8	0.8	0.9	7.2	0.5	8.0	5.2	6.8
CROP	136.6	133.6	115.1	125.6	45.0	37.0	118.3	107.5	116.1	138.5	70.9
CROT	3.9	4.1	3.3	4.2	8.2	3.1	8.6	3.3	2.2	9.0	1.7
CRSP9	23.9	19.2	19.9	24.9	22.5	37.3	36.0	27.3	27.7	35.7	27.5
CRTAP	16.1	14.4	5.9	8.7	20.3	38.6	28.1	55.6	24.6	55.2	76.3
CRTC2	118.7	147.7	69.3	50.7	128.4	80.7	44.8	145.3	66.6	100.2	117.3
CRTC3	93.6	84.4	247.1	285.1	151.5	97.4	251.8	122.4	242.6	137.9	143.8
CRY1	84.0	65.6	68.6	71.5	45.5	53.2	36.2	39.9	26.9	41.2	56.3
CRY2	101.5	125.2	76.2	69.1	63.2	43.9	52.3	34.0	41.2	40.0	24.3
CRYBB2	11.9	4.7	9.6	15.4	11.6	1.6	1.3	7.9	20.5	8.1	7.3
CRYGB	0.0	5.1	3.5	3.3	5.6	2.5	2.7	9.2	11.8	2.1	4.1
CRYGC	3.7	4.0	6.3	0.0	0.1	1.7	2.8	10.7	2.8	3.5	6.7
CRYGS	24.5	24.1	28.4	17.4	11.1	7.8	20.2	12.2	25.3	19.0	3.8
CRYL1	20.5	18.5	23.1	20.3	14.0	18.2	23.7	20.6	24.4	27.9	29.0
CRYZ	91.9	86.7	95.9	89.2	100.6	114.5	122.8	35.6	58.2	53.8	99.9
CRYZL1	30.2	25.6	26.8	21.7	9.3	24.6	43.6	70.1	46.7	78.6	53.4
CS	298.1	295.0	303.8	337.5	289.7	243.5	539.1	283.4	376.3	326.4	264.1
CSAD	36.6	44.4	32.5	31.9	21.3	21.4	81.4	109.4	109.7	126.4	74.6
