TargetID	MF1	MF1-2	MF3	MF3-2	MF6	MF6-2	A1	B1	C1	D1	E1
PIGU	42.1	47.0	52.1	47.3	85.2	40.2	85.5	48.3	70.0	56.5	56.5
PIGV	11.8	17.9	14.7	29.5	17.9	15.7	37.3	21.5	28.1	24.4	15.7
PIGW	3.8	11.9	7.9	4.8	0.3	13.0	16.8	17.1	5.0	14.3	20.7
PIGX	36.7	30.8	14.9	11.2	41.8	11.0	41.1	39.7	33.6	44.8	32.7
PIGY	411.5	455.0	504.4	435.5	398.4	722.2	726.3	570.3	493.5	729.8	778.0
PIH1D1	67.2	69.6	60.7	60.6	47.9	50.5	19.4	48.5	31.0	49.0	52.2
PIK3AP1	23.1	21.2	51.1	66.5	111.8	101.1	119.1	62.2	99.0	57.6	47.0
PIK3C2A	7.5	7.1	6.2	10.3	0.0	10.1	28.8	3.3	10.0	15.9	11.5
PIK3C2B	15.2	13.5	31.0	31.0	15.3	14.1	19.7	23.1	29.3	21.7	25.8
PIK3C3	36.5	56.6	30.8	35.6	27.6	20.9	26.7	16.4	32.4	25.1	26.6
PIK3CA	6.2	7.0	10.1	5.8	3.7	9.9	12.6	1.0	9.3	8.3	6.9
PIK3CB	25.7	19.9	11.0	1.0	8.3	31.2	18.4	24.2	13.8	19.2	18.0
PIK3CD	80.6	94.0	174.4	177.9	111.4	102.8	129.1	161.2	136.6	114.2	82.8
PIK3CG	10.3	5.0	18.7	21.7	27.3	21.0	74.9	24.2	90.1	53.1	39.3
PIK3IP1	295.3	277.6	637.1	695.6	194.3	178.3	276.9	173.3	295.8	434.0	237.4
PIK3R1	54.9	49.6	43.4	41.6	64.8	47.8	29.8	34.7	27.5	45.1	55.4
PIK3R2	463.6	457.6	393.4	382.1	284.9	221.8	341.7	234.3	316.8	237.7	161.8
PIK3R4	5.7	2.0	9.6	8.5	7.3	7.2	12.9	9.7	20.8	15.3	3.8
PIK3R6	16.0	17.3	0.9	19.9	6.8	11.9	16.2	18.0	18.0	11.5	9.0
PIK4CA	111.4	105.2	167.5	197.4	101.1	80.1	127.8	113.2	139.2	136.9	104.8
PILRA	42.0	45.8	29.0	28.9	139.8	143.9	86.5	119.9	110.7	85.4	127.8
PILRB	42.0	36.3	53.7	54.4	23.1	17.0	26.8	45.4	80.2	63.2	50.2
PIM1	2582.9	2940.0	732.4	584.2	397.1	528.3	418.3	651.0	495.1	415.6	438.8
PIM2	350.6	448.7	449.6	331.8	241.3	296.8	67.5	304.4	161.7	171.7	277.6
PIM3	43.3	61.4	19.7	16.4	55.0	72.5	5.0	16.6	0.8	9.5	11.7
PIN1	330.2	303.0	468.2	505.7	433.8	373.6	308.7	290.1	314.3	452.0	295.8
PIN4	16.8	10.5	21.4	24.6	20.8	16.1	11.7	16.9	13.9	15.2	13.2
PINK1	167.2	189.4	120.6	108.3	30.1	24.4	25.8	30.8	22.3	41.0	24.3
PINX1	9.7	9.6	5.8	12.9	25.0	20.8	15.1	16.5	9.5	21.8	18.1
PION	43.1	49.1	61.8	66.3	20.5	41.4	66.0	53.7	66.9	52.3	37.5
PIP3-E	13.1	12.9	38.4	42.4	25.5	21.5	55.2	25.4	36.3	41.8	17.4
PIP4K2A	1286.6	1326.7	1435.2	1400.6	392.0	658.6	1070.2	971.1	850.9	768.9	957.5
PIP4K2B	5.7	1.3	2.7	1.0	4.6	9.6	1.8	3.2	6.4	8.0	4.9
PIP4K2C	17.4	18.2	32.3	37.8	27.3	27.5	31.5	13.8	21.9	20.7	9.0
PIP5K1A	4.1	4.1	0.4	4.9	5.7	7.5	5.4	2.0	0.0	5.2	7.0
PIP5K1B	21.4	16.4	19.7	23.5	8.5	13.5	15.3	11.3	19.5	10.7	14.2
PIP5K1C	45.9	65.3	90.7	83.7	110.4	82.5	93.6	70.6	119.3	41.6	48.1
PIP5K2A	558.0	639.6	160.5	147.9	75.6	58.8	73.0	113.7	70.4	82.4	80.5
PIP5K2B	665.7	576.6	263.8	256.4	411.5	166.8	439.4	642.9	542.5	654.4	304.8
PIPSL	66.3	68.5	26.7	26.1	60.9	94.3	11.6	81.1	12.1	86.1	82.5
PIR	15.8	17.7	11.6	4.5	21.2	25.5	33.1	17.6	19.7	11.8	23.0
PISD	103.8	93.1	86.8	77.7	120.8	139.1	45.7	124.2	79.2	110.4	126.4
PITPNA	9.6	6.5	9.9	12.6	12.5	12.6	22.8	10.5	2.1	12.5	3.7
PITPNB	21.8	30.3	30.8	31.3	32.9	21.0	38.4	25.7	34.2	19.9	14.3
PITPNC1	41.0	43.8	90.4	87.5	57.2	77.7	68.0	71.2	51.6	64.9	71.9
PITPNM1	142.2	201.4	400.3	375.5	257.8	218.7	128.2	278.2	212.7	180.6	185.4
PITRM1	73.8	106.1	84.7	90.8	71.2	67.8	57.6	60.3	63.8	57.1	55.2
PIWIL4	11.0	7.9	10.8	9.6	2.4	10.0	19.8	11.1	9.8	13.0	13.5
PJA1	5.5	2.4	7.3	7.0	4.0	7.7	6.9	8.4	5.2	11.2	16.0
PJA2	813.1	763.9	954.0	1029.6	964.4	953.3	1276.6	872.5	890.5	738.2	401.1
PKD1	28.7	36.9	22.7	16.0	18.6	13.2	8.1	15.9	4.2	8.5	12.6
PKD2	28.9	31.9	19.6	30.0	23.5	23.9	57.8	21.5	44.2	29.6	25.1
PKD2L1	6.1	6.6	2.9	6.4	12.0	7.3	3.7	3.4	0.0	2.7	5.7
PKDCC	0.9	0.0	11.1	18.5	10.0	7.9	7.9	5.5	11.5	0.8	6.2
PKIA	30.8	31.0	42.5	50.0	22.2	23.3	34.9	19.3	23.3	29.6	26.8
PKIG	7.5	8.4	2.8	2.9	2.8	9.7	6.0	3.9	2.0	5.8	2.1
PKLR	4.7	6.4	7.1	5.2	11.9	13.2	12.5	16.9	18.5	9.0	21.1
PKM2	53.3	78.3	135.0	127.1	206.7	172.3	133.8	323.3	225.6	96.8	345.8
PKMYT1	11.5	14.0	19.8	17.8	16.4	31.6	2.7	37.7	14.6	8.5	36.2
PKN1	15.7	14.9	21.6	22.4	35.2	27.7	7.3	32.1	9.1	9.0	21.7
PKN2	15.3	13.9	7.6	7.9	14.9	13.5	30.5	18.7	28.0	20.9	15.5
PKN3	11.8	12.8	8.2	4.7	5.9	9.5	7.8	4.9	0.8	3.3	16.8
PKNOX1	11.9	13.5	12.7	26.3	9.7	4.3	10.2	10.1	21.2	10.3	9.6
PKP4	15.5	26.1	39.1	38.1	31.2	31.8	46.4	43.0	50.5	19.6	33.4
PLA2G12A	3.9	7.0	4.0	3.8	9.2	4.0	6.5	5.2	0.5	4.9	4.5
PLA2G15	19.2	28.5	21.2	29.4	37.9	39.1	29.1	17.9	22.9	19.1	7.3
PLA2G2C	4.1	2.4	9.5	6.8	1.7	7.3	8.7	8.9	1.2	3.9	7.4
PLA2G2D	51.9	44.8	18.0	21.0	35.4	7.3	37.6	48.7	38.0	33.4	24.3
PLA2G4B	227.9	194.0	307.8	326.6	129.5	99.1	182.6	167.7	197.0	307.2	121.6
PLA2G4C	5.9	6.0	1.1	2.9	36.1	43.0	9.8	0.7	0.1	7.0	0.0
PLA2G6	13.2	13.8	14.2	7.1	3.5	5.3	3.9	4.2	5.3	3.5	4.9
PLA2G7	14.1	10.8	30.2	34.8	18.2	32.8	26.4	92.3	40.3	54.0	81.2
PLAC8	420.1	441.5	773.9	724.3	636.1	1044.5	608.1	788.3	752.8	830.7	1199.5
PLAG1	9.1	3.4	1.7	5.8	4.4	4.4	4.0	5.3	3.1	6.3	3.4
PLAGL1	6.6	8.2	10.1	8.5	6.8	11.4	19.0	13.4	26.7	9.8	22.1
PLAGL2	39.7	42.2	37.2	36.5	47.2	56.9	90.7	46.5	60.9	56.3	43.8
PLAU	59.4	56.4	5.2	11.9	10.1	8.8	30.1	3.8	9.3	18.1	13.6
PLAUR	48.8	57.1	32.3	33.5	246.8	462.1	136.7	162.0	90.4	112.5	249.0
PLCB1	2.8	2.1	11.2	6.5	8.6	7.9	15.5	4.3	7.5	8.9	4.6
PLCB2	293.8	346.6	297.5	274.2	204.7	239.6	315.4	327.3	285.0	328.1	211.8
PLCD1	19.3	24.5	16.2	13.0	11.8	11.9	14.4	31.9	6.9	10.9	10.1
PLCG1	84.5	91.1	134.0	131.4	42.2	29.3	37.5	52.7	48.5	80.4	39.1
PLCG2	150.3	140.9	171.6	175.4	210.8	172.4	240.0	163.8	236.7	232.3	136.0
PLCH2	70.4	61.9	114.7	103.5	33.0	19.4	41.1	28.4	31.7	30.0	21.8
PLCL2	563.5	576.9	602.5	706.8	233.3	253.3	335.2	324.0	276.3	337.9	256.9
PLCXD1	102.0	97.2	93.6	104.2	150.0	126.0	169.3	124.6	155.4	142.0	127.8
PLD1	29.0	27.0	11.2	24.8	36.8	19.7	40.3	26.1	36.2	15.2	18.8
PLD2	5.9	10.7	5.2	10.2	11.9	1.7	6.3	4.5	3.2	9.0	2.9
PLD3	35.0	32.0	41.9	43.7	71.0	55.3	82.1	40.1	63.6	74.2	36.5
PLD6	66.3	80.8	74.7	86.7	57.7	45.4	51.4	27.4	50.2	22.4	27.8
PLDN	235.7	201.0	166.8	167.4	161.5	164.0	269.4	287.0	338.8	306.6	282.8
PLEK	524.7	524.3	252.9	321.7	881.9	976.5	615.1	233.0	344.6	392.6	257.6
PLEK2	244.2	256.1	52.8	54.0	16.1	22.1	22.5	43.0	19.3	24.2	26.4
PLEKHA1	25.5	22.5	72.8	80.1	43.4	48.6	74.2	43.1	57.1	91.0	55.6
PLEKHA2	75.3	73.4	44.4	58.9	48.6	43.8	55.6	45.3	58.0	46.0	36.8
PLEKHA3	13.3	8.3	16.7	3.3	3.5	29.4	13.3	19.9	4.7	18.0	18.5
PLEKHA4	2.1	5.2	3.6	2.9	13.1	6.4	2.2	6.0	8.8	5.6	2.8
PLEKHA9	21.1	18.8	17.7	28.1	35.8	20.0	52.7	25.0	45.9	51.6	29.9
PLEKHB1	3.2	7.5	6.6	14.6	15.4	7.9	19.5	15.1	23.4	14.2	12.4
PLEKHB2	6.2	4.9	6.8	6.9	14.7	12.7	18.8	29.0	40.9	31.6	27.2
PLEKHF1	171.5	187.1	66.1	58.6	63.4	46.9	35.3	25.6	33.5	41.4	40.5
PLEKHF2	13.0	11.1	11.8	20.6	13.7	21.2	18.7	15.6	8.9	14.6	23.8
PLEKHG1	1.8	0.0	3.2	5.9	0.7	3.7	6.6	8.1	4.9	2.5	2.0
PLEKHG2	7.6	7.2	16.4	24.3	15.0	15.7	7.9	0.9	0.7	5.1	3.5
PLEKHG3	53.3	67.6	56.3	65.3	66.5	44.3	51.0	46.2	54.0	38.1	32.4
PLEKHG4	17.7	21.0	48.5	28.4	14.3	11.8	17.2	13.2	20.4	18.3	4.0
PLEKHH3	65.8	69.4	17.7	25.8	36.4	30.7	26.4	12.0	17.9	11.1	10.2
PLEKHJ1	11.3	10.6	17.8	13.3	16.9	17.8	5.9	15.1	6.1	13.1	14.1
PLEKHM1	71.0	83.0	55.1	43.1	49.9	36.4	45.3	24.1	33.9	29.3	17.9
PLEKHM2	438.8	485.9	386.7	307.0	365.2	274.1	233.9	168.0	228.5	236.4	155.9
PLEKHN1	2.5	10.8	7.0	4.0	9.3	9.3	6.3	0.0	3.6	4.5	7.5
PLEKHO1	197.3	191.5	97.3	87.2	175.3	171.2	87.9	108.7	98.1	250.3	115.6
PLEKHO2	44.8	52.7	22.1	28.5	133.7	102.7	38.2	38.8	44.4	31.0	16.2
PLGLB1	4.1	7.1	5.9	3.7	0.5	2.0	3.2	0.0	1.2	2.6	2.0
PLGLB2	7.7	5.5	11.3	21.5	3.9	4.5	2.7	15.5	7.9	3.7	15.2
PLIN2	208.8	210.8	179.1	213.6	131.3	161.7	171.8	137.9	148.7	107.7	148.1
PLIN5	178.1	182.6	72.5	96.2	107.2	24.1	86.0	79.3	149.7	94.7	54.2
PLK1	8.7	4.2	19.5	30.8	20.2	14.6	48.4	11.2	36.3	13.3	3.0
PLK3	12.8	24.2	1.0	19.2	3.0	17.8	4.7	6.3	0.0	0.7	1.1
PLK4	50.7	43.6	85.0	91.9	52.6	78.1	87.6	85.7	65.0	58.2	95.2
PLLP	2.3	2.3	10.6	9.1	3.2	4.2	6.5	9.2	7.1	6.3	5.2
PLOD1	121.9	107.6	140.6	196.8	180.6	123.7	151.2	150.9	156.2	122.9	156.6
PLOD2	31.7	32.7	0.3	2.7	15.6	31.1	10.6	3.0	7.0	0.7	5.3
PLOD3	219.2	211.4	165.1	149.1	168.3	149.7	177.3	169.8	181.8	181.3	171.1
PLP1	8.3	6.8	3.4	4.3	5.2	2.6	2.9	2.9	1.5	3.1	7.6
PLP2	42.3	47.7	49.1	51.9	88.5	63.0	117.9	72.1	68.6	60.5	88.2
PLRG1	136.0	140.1	137.9	155.7	82.5	187.4	120.5	146.7	147.3	216.1	163.0
PLS1	1.9	1.8	10.7	12.2	5.8	10.2	17.9	12.3	12.4	6.9	4.4
PLS3	14.2	6.2	0.0	5.3	11.9	17.1	6.6	7.6	7.4	2.1	5.8
PLSCR1	8.2	3.3	6.5	8.5	9.3	43.1	9.7	26.0	10.1	14.6	19.7
PLSCR3	333.7	274.0	627.1	732.4	390.9	355.4	512.5	431.7	480.0	903.1	407.7
PLSCR4	48.8	58.0	49.3	43.8	23.3	23.3	25.4	9.0	17.2	8.0	14.6
PLTP	32.8	41.2	4.2	5.9	27.1	24.9	12.6	13.8	14.0	6.5	31.6
PLXDC1	2.3	3.7	2.5	15.3	6.7	2.3	9.3	2.7	3.1	6.8	1.0
PLXDC2	40.6	57.2	26.3	44.4	107.8	136.4	71.6	71.4	63.1	80.6	64.7
PLXNA3	12.0	20.0	30.7	34.9	13.1	10.2	16.6	3.4	17.7	11.0	13.6
PLXNB2	58.9	83.0	42.9	45.2	82.1	87.1	66.2	80.9	70.5	55.8	81.7
PLXND1	20.4	15.4	6.0	4.8	13.9	8.6	16.6	10.1	6.0	9.1	9.6
PM20D1	0.8	0.0	12.1	3.3	2.4	7.0	3.9	4.2	4.2	6.6	5.4
PM20D2	13.0	11.6	25.0	29.1	15.0	26.9	24.7	25.2	28.5	28.5	56.1
PMAIP1	44.4	43.1	30.4	40.9	55.1	56.4	30.9	12.9	12.3	18.7	24.3
PMCHL1	0.0	10.5	4.7	16.8	12.4	0.0	6.0	15.3	6.8	3.6	3.0
PMEPA1	7.6	7.6	6.4	5.0	0.6	0.8	3.2	2.5	0.8	3.4	0.9
PMF1	26.0	42.6	11.7	19.4	27.5	33.6	9.3	24.7	8.1	11.9	32.9
PMM1	48.9	41.1	74.3	98.8	127.2	75.1	136.6	116.0	110.9	88.9	104.7
PMM2	31.6	38.3	42.7	38.9	36.6	32.2	33.9	25.8	52.5	37.0	29.6
PMP22	10.7	10.8	2.1	0.0	6.5	2.0	20.4	9.4	15.7	7.2	18.2
PMPCA	163.1	146.4	155.2	186.0	127.4	76.4	95.4	101.2	111.4	77.7	78.5
PMPCB	264.4	226.0	228.2	249.2	226.8	266.8	293.1	235.7	285.7	264.7	278.1
PMS1	4.2	10.3	2.9	11.8	5.8	11.0	22.7	1.5	20.8	12.8	20.6
PMS2	8.0	5.7	9.9	6.3	6.6	9.4	8.0	10.5	6.6	10.5	12.1
PMS2L1	7.3	4.3	7.7	1.6	4.0	3.1	4.3	2.6	10.8	7.8	5.3
PMS2L2	1.3	8.2	7.3	3.7	4.7	6.9	7.0	8.1	7.4	11.0	10.1
PMS2L3	28.4	29.5	33.4	28.6	20.7	15.4	28.9	33.3	28.4	45.7	41.3
PMS2L4	106.1	104.4	89.1	92.6	112.0	69.5	129.7	146.0	145.8	153.1	170.9
PMS2L5	30.2	32.0	21.6	23.2	22.9	25.6	24.3	33.1	31.9	35.9	45.4
PMVK	27.9	43.1	46.2	44.4	100.4	73.3	36.2	33.0	46.0	40.4	54.8
PNKD	41.8	45.9	19.5	13.7	51.7	47.5	53.8	34.3	43.0	17.3	36.5
PNKP	197.4	172.7	133.5	130.8	132.2	115.9	77.2	109.7	76.4	139.1	79.3
PNMA1	28.8	28.4	27.1	31.4	22.7	19.0	9.0	10.1	8.4	18.0	10.9
PNMA3	38.6	34.9	49.8	42.5	20.6	13.0	11.4	0.9	8.4	29.4	21.3
PNN	533.2	499.2	366.7	392.8	200.5	184.5	498.0	375.1	514.1	519.8	503.7
PNO1	45.1	47.8	52.2	52.3	60.7	64.5	68.3	25.8	39.4	28.6	41.4
PNOC	0.0	5.4	7.1	16.4	10.4	11.6	23.8	10.1	26.4	13.9	13.8
PNPLA2	284.1	374.3	194.2	161.6	157.5	107.9	50.7	234.6	115.6	68.7	178.1
PNPLA6	341.3	449.6	298.9	297.9	232.4	253.2	141.4	251.1	151.5	164.0	118.8
PNPLA7	55.5	66.4	120.1	107.0	80.0	40.5	79.6	52.9	88.4	114.3	30.2
PNPLA8	48.2	46.0	42.0	62.4	49.0	60.0	53.4	20.0	46.9	29.1	39.3
PNPO	119.2	95.4	105.2	127.9	186.4	184.3	186.8	134.3	142.1	159.1	144.3
PNPT1	1683.1	1750.1	712.2	682.9	1226.6	636.9	1182.2	1580.6	1237.9	1154.0	948.3
PNRC1	2.8	16.5	8.4	2.1	8.4	12.9	1.0	1.9	3.2	9.0	0.5
PNRC2	164.4	180.5	161.6	209.6	105.6	191.6	108.6	154.7	95.6	178.5	161.4
PODXL2	8.7	8.0	2.3	4.7	11.4	9.2	1.9	0.0	5.2	4.8	3.3
POFUT1	891.6	747.5	333.6	327.0	347.0	184.4	539.8	618.7	595.4	761.7	419.2
POFUT2	154.5	177.5	86.5	75.5	58.8	52.9	39.5	54.1	35.8	43.1	31.4
POGK	104.8	123.5	120.1	134.5	167.2	136.5	280.5	124.4	200.1	182.3	130.6
POGZ	0.9	4.6	1.4	0.0	4.3	3.4	4.1	1.5	0.8	6.0	5.9
POL3S	15.7	12.7	18.5	21.5	13.3	3.9	10.9	12.4	2.1	19.3	1.8
POLA1	44.8	56.9	68.9	59.4	52.4	60.1	77.6	45.1	50.8	40.1	57.0
POLA2	41.3	28.5	60.9	69.9	92.1	41.5	88.2	39.8	83.6	54.5	41.9
POLB	130.3	127.7	56.0	107.8	149.3	101.1	100.4	87.7	82.2	79.0	54.5
POLD1	53.0	65.1	82.0	56.8	57.7	54.8	18.1	37.2	15.2	31.0	56.1
POLD2	76.0	66.7	62.1	60.0	76.1	65.4	48.6	49.8	58.3	47.8	73.1
POLD3	7.6	9.6	2.5	3.0	8.4	5.4	11.5	8.3	10.4	9.1	10.5
POLD4	33.6	40.5	79.1	74.9	75.1	52.6	39.0	68.2	60.3	54.5	43.3
POLDIP2	17.7	13.6	31.4	25.2	33.5	31.3	38.2	23.7	18.8	16.0	10.5
POLDIP3	102.2	114.9	84.1	64.0	91.6	74.3	71.8	74.3	72.2	75.7	69.5
POLE	50.7	64.6	80.0	81.0	42.8	42.4	33.0	53.8	64.1	27.6	35.4
POLE2	30.6	36.9	77.5	63.7	79.7	93.8	146.9	80.7	122.7	63.4	87.8
POLE3	519.1	553.4	663.0	657.0	651.0	548.3	915.8	563.9	714.3	698.8	719.0
POLE4	313.2	307.5	618.3	602.5	1028.1	645.2	875.0	591.5	632.5	648.1	659.1
POLG	101.1	93.4	59.9	37.3	38.4	53.1	43.4	55.0	59.4	68.0	61.5
POLG2	23.4	33.7	37.5	48.8	19.8	18.1	66.2	32.2	68.0	55.0	60.3
POLL	22.1	36.6	28.8	20.9	17.3	13.6	6.4	8.1	16.2	9.3	16.2
POLM	24.8	30.4	61.6	42.1	15.8	20.8	22.2	33.9	18.5	27.2	27.9
POLQ	42.3	35.6	73.3	84.0	56.0	42.2	94.9	56.2	85.4	48.0	44.6
POLR1B	3.3	0.2	2.7	0.5	1.5	0.9	7.8	10.7	7.6	8.5	5.5
POLR1C	138.6	134.6	88.1	100.9	89.0	77.0	111.5	67.1	108.6	80.9	91.8
POLR1D	1117.6	1063.9	728.3	767.5	494.3	482.9	514.4	418.2	508.9	569.6	443.6
POLR1E	80.2	85.8	106.6	107.1	78.6	62.3	76.5	69.9	94.2	94.9	69.1
POLR2A	614.5	634.1	462.9	352.6	309.2	287.5	299.1	431.9	322.6	395.8	364.0
POLR2B	103.5	98.5	134.8	123.9	101.4	124.4	118.8	154.5	143.4	133.6	142.2
POLR2C	72.2	71.0	84.9	62.2	59.0	78.3	57.5	79.7	43.1	68.9	75.3
POLR2D	52.7	38.2	68.9	64.4	57.9	77.3	57.0	38.7	49.0	44.9	81.6
POLR2E	41.7	39.5	14.0	4.8	21.8	22.8	8.8	10.1	7.2	11.2	13.8
POLR2F	277.0	268.7	333.2	378.2	710.9	459.9	347.2	394.4	394.6	359.6	395.4
POLR2G	490.9	522.7	691.3	609.2	584.2	563.5	651.0	560.0	617.7	607.7	566.9
POLR2H	328.0	295.3	370.1	480.6	350.0	352.0	500.3	333.2	465.7	415.3	415.3
POLR2I	263.6	265.8	321.4	299.4	371.3	298.2	217.8	288.0	238.5	199.7	323.3
POLR2J	16.4	18.9	34.1	44.6	37.7	23.5	14.6	11.5	12.1	14.3	34.1
POLR2J2	27.2	23.0	19.0	28.7	23.3	30.7	33.0	64.8	39.0	89.9	93.3
POLR2J3	87.1	87.0	102.0	77.5	100.6	110.8	74.3	140.0	97.9	150.3	205.2
POLR2J4	5.6	3.2	1.4	1.6	4.5	2.7	4.0	6.0	4.9	4.5	4.2
POLR2K	29.6	12.9	17.4	17.0	19.3	20.0	12.9	8.8	21.5	9.8	13.4
POLR2L	12.2	20.3	18.8	36.0	52.9	33.4	19.7	11.1	12.3	13.9	16.9
POLR3A	25.7	20.0	22.0	8.2	30.8	18.7	51.8	54.1	51.9	53.8	47.4
POLR3B	60.4	58.9	40.3	73.2	52.6	49.7	50.8	36.1	62.4	40.1	30.9
POLR3C	246.9	289.7	228.3	209.8	182.4	174.2	126.0	149.2	149.8	147.3	149.8
POLR3D	14.3	8.9	0.0	1.6	3.7	5.8	3.1	2.0	0.3	5.0	7.5
POLR3E	121.5	118.4	84.5	103.0	50.7	56.9	65.4	45.2	56.6	80.7	68.3
POLR3F	33.3	36.1	33.4	49.6	37.0	34.5	35.9	28.4	44.1	22.6	31.6
POLR3G	1.5	2.4	6.0	7.9	9.6	5.5	3.8	4.5	8.1	4.6	3.5
POLR3GL	248.1	226.1	419.6	479.1	430.8	377.4	323.9	336.6	333.7	461.0	357.0
POLR3H	10.5	7.2	12.5	14.9	17.4	12.8	15.3	12.1	21.8	18.3	7.7
POLR3K	34.0	23.7	51.2	69.6	130.6	53.0	66.4	61.3	96.8	38.0	68.2
POLRMT	61.4	67.5	108.8	77.7	70.3	67.2	39.4	56.6	54.3	44.7	47.6
POLS	127.0	116.2	127.6	122.6	59.2	61.0	56.9	28.8	42.6	34.8	31.0
POM121C	340.7	318.7	284.8	342.8	341.0	206.1	396.1	299.2	476.2	348.8	331.8
POM121L4P	2.7	0.2	4.2	4.2	11.3	3.2	4.4	0.0	6.3	1.8	4.6
POMC	6.7	5.5	21.5	18.5	33.4	32.0	14.7	9.6	8.0	6.4	24.3
POMGNT1	60.5	74.1	98.3	84.9	85.8	69.9	57.5	51.2	73.3	73.2	35.4
POMP	473.4	493.5	526.9	559.3	1069.3	759.6	650.4	432.7	544.3	389.6	460.7
POMT1	31.0	26.6	29.1	38.1	17.3	12.2	21.8	25.4	21.3	22.7	11.7
POMT2	24.8	18.3	31.5	49.1	23.8	12.6	24.3	24.1	16.5	17.8	9.6
POMZP3	5.7	14.1	58.7	48.0	46.0	37.9	4.5	5.3	63.6	18.2	13.1
PON2	101.6	99.0	52.2	64.7	110.0	148.7	135.4	80.2	126.2	109.1	127.1
POP1	8.1	1.9	10.3	3.5	2.8	5.3	13.4	6.9	0.6	8.2	2.2
POP4	46.7	42.7	64.6	59.7	66.7	57.7	37.9	47.6	47.8	48.6	40.0
POP5	32.4	32.5	55.6	69.1	61.4	38.6	54.8	40.6	52.6	41.7	55.2
POP7	110.3	117.6	106.6	112.2	84.4	70.3	60.7	85.7	72.2	61.0	104.6
POR	30.4	38.6	41.9	27.3	33.9	27.0	10.8	49.0	16.3	25.6	30.7
PORCN	0.0	8.0	5.2	11.9	3.0	3.6	5.0	4.3	4.7	4.9	7.1
POTEE	2.2	1.7	2.8	9.3	1.4	12.2	2.7	14.9	2.4	8.0	12.1
POTEF	1692.8	2110.4	1820.0	1740.1	2263.1	2542.2	1902.9	1855.4	1626.8	1402.4	1520.8
POTEG	2.9	5.7	4.7	17.4	3.0	5.6	0.0	1.1	0.0	4.4	7.4
POU2AF1	0.0	0.0	61.0	68.6	38.5	36.6	36.5	43.4	67.2	23.6	16.0
POU2F1	16.1	23.0	3.6	12.0	29.8	7.9	27.9	23.9	22.4	13.7	9.4
POU6F1	7.2	0.3	7.7	16.5	2.7	8.1	9.7	12.3	1.7	9.2	4.6
PP14571	13.0	8.1	6.1	19.9	1.8	4.5	5.0	9.0	7.0	0.9	4.6
PPA1	611.7	606.2	802.4	819.9	467.6	750.2	909.7	656.0	773.6	1054.0	1084.2
PPA2	580.4	515.1	263.1	295.4	368.7	243.9	541.4	517.5	511.4	545.5	368.3
PPAN	28.2	36.5	6.7	6.5	21.4	23.8	0.5	16.9	8.4	21.4	22.4
PPAP2A	3.6	1.6	2.7	4.7	0.7	2.6	2.5	1.7	6.0	4.4	0.0
PPAP2C	4.1	6.6	2.5	5.9	4.3	1.8	3.6	3.0	6.6	2.6	2.8
PPAPDC1A	2.6	4.9	12.1	6.0	2.0	6.4	12.6	1.1	2.3	9.6	11.1
PPAPDC1B	20.2	29.1	20.1	26.9	33.2	28.0	47.5	15.1	65.6	57.6	60.9
PPAPDC2	12.3	9.3	25.3	15.9	16.2	9.2	27.0	9.9	37.9	26.5	11.0
PPARBP	60.8	33.4	35.0	41.0	52.5	49.1	118.7	69.8	162.1	109.5	120.1
PPARD	5.2	6.5	10.1	4.0	4.6	4.0	2.3	2.6	9.3	3.8	4.6
PPARGC1B	5.6	4.2	2.0	0.0	0.1	5.2	17.6	4.5	2.8	8.8	9.7
PPAT	35.3	24.7	38.0	42.8	25.1	33.0	59.3	33.4	36.8	33.0	32.7
PPBP	3463.7	3346.5	10.0	5.4	4596.3	5746.8	696.5	308.4	1136.2	371.2	368.3
PPCS	180.1	199.1	235.1	268.2	276.9	270.6	349.1	266.6	313.0	338.6	277.3
PPDPF	16.4	17.7	21.8	17.0	36.5	42.6	6.9	57.4	12.7	16.2	99.2
PPFIA1	41.5	35.4	40.4	39.1	31.9	31.9	53.1	49.5	39.5	38.0	32.2
PPFIBP2	46.2	24.4	62.1	64.0	69.1	46.0	36.8	60.6	61.3	49.1	24.2
PPHLN1	68.6	53.6	88.2	78.4	29.3	111.0	80.2	105.3	78.5	117.9	134.2
PPIA	41.4	36.5	11.5	10.3	5.8	38.8	28.7	61.0	29.2	54.1	58.0
PPIAL4A	2376.1	2531.7	3126.4	2763.2	3372.0	4257.5	3078.2	2993.7	3030.9	2488.2	3397.5
PPIB	11.2	15.1	12.6	0.0	15.9	15.3	0.8	2.6	6.3	9.7	4.4
PPID	5.4	4.5	8.3	11.5	8.2	8.0	3.6	4.0	7.0	1.8	3.5
PPIE	38.1	35.2	48.3	38.9	52.0	65.2	28.0	62.1	47.1	59.4	76.0
PPIF	15.8	21.6	12.3	2.3	14.5	21.2	1.2	7.2	0.8	2.2	1.4
PPIG	49.2	42.3	60.6	44.3	49.4	68.6	60.5	52.5	91.6	81.8	82.5
PPIH	118.5	131.4	113.3	125.7	212.7	181.6	164.6	139.3	172.9	127.5	154.1
PPIL1	33.4	30.1	47.5	39.5	48.7	83.1	63.7	40.5	50.1	40.7	41.9
PPIL3	106.4	104.2	146.6	153.6	125.2	113.3	157.8	122.5	141.1	147.6	158.1
