TargetID	MF1.AVG_Signal	MF1-2.AVG_Signal	MF3.AVG_Signal	MF3-2.AVG_Signal	MF6.AVG_Signal	MF6-2.AVG_Signal	A1.AVG_Signal	B1.AVG_Signal	C1.AVG_Signal	D1.AVG_Signal	E1.AVG_Signal
MIR520H	0.0	0.0	0.0	0.0	3.0	0.0	0.8	0.0	0.0	0.0	0.0
MIR521-2	0.0	0.0	0.0	0.0	0.0	1.8	2.9	0.7	0.0	0.0	0.0
MIR523	0.0	1.2	5.9	1.4	0.0	3.5	0.2	0.0	1.8	0.0	4.1
MIR524	0.0	1.6	6.3	0.0	0.0	3.0	5.3	5.8	0.0	0.0	0.0
MIR525	0.0	0.2	0.0	0.0	1.6	0.0	0.0	0.0	0.0	2.1	0.0
MIR526A2	4.9	1.8	0.0	1.8	0.0	0.0	0.0	0.9	4.3	1.1	1.0
MIR532	0.3	2.0	0.7	7.3	0.0	0.0	0.0	0.5	0.0	0.0	0.0
MIR539	0.0	0.0	1.3	0.0	0.0	0.1	0.0	0.0	0.7	0.4	0.7
MIR541	1.4	4.7	0.0	0.0	0.0	1.6	1.0	0.0	0.0	2.3	0.0
MIR542	1.6	0.0	0.1	0.4	1.2	0.0	0.2	0.0	0.0	1.6	0.0
MIR543	0.0	3.4	1.7	0.8	0.0	0.0	0.0	0.0	3.1	1.0	2.7
MIR544	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.3
MIR545	0.0	0.0	0.0	0.2	0.0	7.0	0.0	2.1	0.0	3.3	0.0
MIR548A1	0.0	0.0	1.9	3.5	0.0	0.0	0.0	9.7	0.0	1.3	0.8
MIR548A2	0.3	0.0	0.0	0.0	0.7	0.0	0.0	0.0	0.5	1.6	2.3
MIR548A3	0.0	0.0	1.6	8.5	1.1	0.0	0.0	0.0	0.0	0.3	0.0
MIR548B	0.0	0.9	7.4	0.0	6.3	0.0	0.0	0.0	0.0	0.0	1.8
MIR548C	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	1.7	0.0	0.0
MIR548E	0.0	0.8	0.0	0.0	0.0	0.4	0.0	0.0	4.9	0.0	2.7
MIR548F1	5.5	5.5	0.0	0.0	4.1	0.0	0.0	0.1	2.2	1.2	5.4
MIR548F2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR548F3	0.0	0.0	5.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR548F4	0.0	2.7	0.0	0.0	3.4	0.0	0.0	3.0	0.0	0.0	0.0
MIR548F5	0.0	0.0	9.6	0.0	1.1	0.0	4.1	6.1	0.4	0.0	0.0
MIR548G	0.0	2.8	1.7	4.3	1.8	2.5	0.0	3.0	1.4	0.0	0.0
MIR548H1	0.0	0.0	0.0	1.6	0.3	0.0	0.0	0.0	0.0	1.2	1.6
MIR548H3	2.0	3.5	1.0	5.3	1.5	2.6	1.1	0.0	0.5	1.2	4.5
MIR548H4	0.0	6.5	1.4	0.0	0.2	0.0	0.0	0.0	0.3	0.0	0.0
MIR548I1	4.0	3.5	2.7	0.9	0.0	3.3	2.9	1.0	1.6	0.4	5.7
MIR548I2	0.0	0.0	5.3	0.0	0.0	0.0	0.0	0.9	3.6	0.0	0.0
MIR548I4	0.0	2.5	2.4	0.0	1.6	1.8	0.0	4.4	0.0	0.0	0.0
MIR548J	0.6	5.6	3.8	0.0	0.0	0.1	0.0	0.0	0.0	0.9	4.2
MIR548K	1.9	3.8	0.0	1.4	2.1	5.4	0.0	2.4	0.0	2.0	3.4
MIR548L	1.6	2.0	0.0	0.7	2.3	1.2	0.0	0.1	6.7	0.0	0.0
MIR548M	0.0	0.0	4.6	0.9	0.0	4.0	2.9	0.8	1.5	0.1	0.4
MIR548N	0.0	5.4	1.8	0.0	4.3	0.0	0.0	3.3	3.0	0.0	0.3
MIR548O	0.0	2.3	0.0	0.0	4.4	0.0	3.0	0.1	0.0	2.4	0.0
MIR548P	3.1	0.0	0.2	0.0	1.5	0.0	0.0	0.0	0.0	1.0	0.0
MIR548Q	1.5	0.0	0.0	0.0	0.0	0.0	6.7	2.4	0.0	0.0	0.2
MIR549	3.6	0.0	0.0	0.8	0.0	1.7	0.0	0.0	4.8	0.0	0.0
MIR550-2	0.9	0.0	0.0	3.0	3.9	0.6	0.1	0.0	0.0	4.9	0.0
MIR551A	3.5	0.7	0.0	0.0	2.3	5.2	2.1	2.8	0.0	1.3	0.0
MIR551B	4.6	4.1	0.0	0.0	0.4	0.0	0.0	0.0	0.2	0.0	2.1
MIR552	4.9	0.0	0.0	0.8	0.0	4.1	0.0	0.0	0.0	0.0	3.1
MIR553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0
MIR554	0.0	3.2	0.0	1.8	0.0	0.0	3.4	2.9	0.0	0.0	0.0
MIR555	0.0	0.0	2.1	0.0	0.0	0.0	7.2	1.7	5.4	0.0	0.0
MIR556	1.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3	0.0	2.4
MIR557	6.3	0.4	0.0	4.1	4.1	3.1	3.3	6.4	0.0	6.3	0.3
MIR558	0.7	0.0	2.2	0.0	0.7	0.0	0.0	0.0	0.0	0.1	0.0
MIR559	0.9	0.0	0.0	0.0	0.0	5.0	0.0	7.3	0.7	0.0	0.6
MIR561	2.0	8.3	2.0	10.2	0.0	2.5	0.0	0.0	0.0	2.6	2.7
MIR562	0.0	0.0	1.0	0.1	0.0	0.0	0.0	0.2	1.1	0.1	0.0
MIR563	1.7	1.6	0.0	0.8	3.5	0.0	0.0	0.0	2.9	0.0	0.0
MIR564	0.5	4.2	1.2	0.0	0.0	5.1	0.0	0.0	0.0	3.4	5.0
MIR567	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	3.4	2.5
MIR568	2.3	2.9	1.3	7.3	0.8	0.0	2.8	3.4	0.0	2.6	1.0
MIR569	2.6	7.6	4.0	6.1	1.3	1.0	1.9	0.8	0.0	1.7	3.4
MIR570	0.0	1.4	4.3	0.0	2.5	0.0	0.3	8.3	2.6	6.1	0.8
MIR571	7.2	0.0	0.0	0.9	2.5	4.3	7.5	2.1	2.9	5.0	1.9
MIR572	0.0	5.4	0.0	5.6	3.6	3.6	0.0	0.0	4.3	4.2	6.2
MIR573	0.0	1.3	2.1	2.4	0.0	4.4	0.3	4.2	0.0	1.5	1.1
MIR574	14.8	13.4	11.5	6.5	0.0	13.2	1.7	6.3	2.2	6.8	4.7
MIR575	1.6	0.0	0.0	0.6	0.0	0.0	2.2	4.1	4.4	0.0	0.0
MIR576	4.5	3.6	0.7	4.0	0.2	0.3	0.6	0.7	0.0	2.2	0.4
MIR577	1.2	2.7	5.9	12.5	0.1	3.1	2.4	0.0	6.5	2.9	1.6
MIR578	0.0	0.0	2.1	4.5	0.8	0.0	5.8	0.6	1.6	0.0	0.0
MIR579	0.0	1.5	0.0	3.0	4.4	0.4	2.2	0.0	0.0	0.0	2.7
MIR580	0.0	0.0	0.0	0.0	0.0	3.5	0.0	0.0	0.0	4.0	2.0
MIR581	2.0	0.0	1.8	0.0	2.9	0.0	0.0	0.0	0.0	0.3	0.2
MIR582	0.0	1.4	0.0	0.0	0.0	0.0	0.4	0.0	3.1	1.0	3.1
MIR583	3.5	4.4	4.3	0.2	2.6	0.0	1.2	0.4	0.0	1.2	4.1
MIR584	0.0	3.0	0.0	0.0	0.0	0.1	0.0	1.4	0.1	0.8	0.0
MIR585	3.0	0.2	5.0	0.0	2.6	1.4	0.0	0.0	0.0	1.5	0.0
MIR586	9.3	5.7	1.7	15.9	2.6	11.6	5.0	24.6	6.0	6.7	19.6
MIR587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9	0.0	0.0	0.0
MIR588	0.0	1.4	0.0	4.5	0.0	1.9	0.0	0.0	4.1	0.0	2.1
MIR589	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR590	0.0	0.0	0.0	2.7	0.5	0.0	1.2	0.0	0.0	2.4	0.0
MIR591	0.0	8.1	0.0	6.6	0.7	0.0	0.0	5.2	2.8	0.5	0.0
MIR592	0.0	1.5	0.0	0.0	0.0	0.0	1.7	3.0	0.0	0.0	0.0
MIR593	7.3	8.1	4.2	0.7	0.0	1.9	5.0	15.4	0.0	4.5	2.4
MIR595	0.0	0.0	0.1	0.0	0.0	3.5	0.0	0.4	0.0	1.0	0.2
MIR596	0.0	0.0	0.1	0.0	0.0	0.0	0.0	3.2	0.0	1.5	0.0
MIR597	2.5	0.0	4.1	1.2	0.0	0.0	0.0	0.0	0.0	0.2	1.2
MIR598	5.1	1.7	0.0	11.0	0.0	0.1	2.1	1.0	6.1	7.1	2.7
MIR599	11.9	9.3	5.2	9.0	13.1	13.1	9.5	4.8	19.8	9.9	14.6
MIR601	0.0	1.8	2.4	7.6	2.3	0.1	1.8	2.1	3.5	2.9	0.0
MIR602	0.0	0.4	0.0	0.0	0.0	0.0	0.0	2.7	0.0	1.4	2.7
MIR603	0.0	1.9	2.0	1.8	6.4	0.2	1.5	0.0	0.5	0.6	4.4
MIR604	2.2	2.9	8.2	8.1	5.2	0.7	0.6	7.9	10.1	3.6	0.0
MIR605	0.0	1.5	1.5	0.0	0.0	0.5	0.3	1.1	0.0	0.0	0.0
MIR606	0.0	1.6	5.2	0.0	0.0	3.1	0.3	0.0	1.8	0.9	3.8
MIR607	17.1	21.5	39.1	31.2	18.4	16.4	18.4	22.5	28.2	12.6	21.9
MIR608	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0
MIR609	0.8	0.0	0.0	1.5	0.0	1.0	1.8	0.0	4.7	0.1	0.0
MIR610	0.6	0.0	0.0	0.0	2.1	0.0	3.9	4.3	0.0	1.1	3.0
MIR611	4.3	3.1	0.0	0.0	1.6	0.4	1.1	4.1	3.0	5.9	0.0
MIR612	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	5.9	0.0	3.5
MIR613	0.0	0.0	0.0	0.0	0.0	2.2	0.0	0.0	0.0	0.0	0.0
MIR614	1.6	0.0	0.0	2.2	0.0	0.0	6.3	0.0	0.0	2.6	0.7
MIR616	0.0	0.0	0.0	1.9	0.3	2.5	0.0	3.4	4.9	0.0	2.5
MIR617	0.0	2.4	0.6	0.9	0.0	0.0	0.0	1.9	8.6	1.8	0.0
MIR618	0.0	1.3	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	2.9
MIR620	0.0	0.0	1.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR623	0.0	1.9	0.0	3.2	4.0	1.8	4.2	0.0	5.0	3.7	0.0
MIR624	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR625	0.0	2.2	0.5	5.9	0.0	0.4	0.0	0.0	0.0	0.0	1.7
MIR626	0.0	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR627	0.0	1.5	0.0	0.0	0.0	0.0	5.5	0.3	0.0	0.0	0.0
MIR628	0.0	0.0	5.3	3.6	0.0	2.6	0.0	0.3	0.0	0.0	0.0
MIR629	1.5	0.0	6.3	5.0	0.0	0.0	0.0	0.0	0.0	2.9	2.3
MIR630	3.3	4.2	4.1	6.6	5.2	7.1	3.5	0.0	3.6	0.0	0.0
MIR631	2.7	3.5	0.6	0.6	2.4	1.2	0.0	1.9	2.7	0.0	0.0
MIR632	3.3	7.1	2.4	0.0	7.2	0.0	0.0	1.1	0.0	1.0	0.0
MIR633	1.1	0.0	2.0	3.2	4.9	0.0	0.7	0.0	10.5	0.0	0.0
MIR634	3.2	0.0	2.7	0.0	2.8	3.1	0.0	0.0	3.9	2.2	0.0
MIR635	1.6	7.6	12.9	0.0	0.0	8.7	4.0	6.7	4.6	1.0	3.0
MIR636	0.0	0.0	0.1	0.3	1.5	6.9	0.0	2.7	3.4	2.6	3.6
MIR637	3.8	6.4	0.0	0.0	0.3	0.0	2.1	0.0	0.0	5.0	7.2
MIR638	0.0	2.0	0.0	4.8	7.5	0.0	4.2	2.7	0.0	0.0	4.6
MIR639	3.2	11.9	3.9	1.6	3.0	7.3	3.2	1.5	8.2	0.6	4.6
MIR640	5.9	0.8	0.4	0.0	0.0	0.0	0.0	3.1	0.0	0.0	0.0
MIR641	1.7	1.4	1.8	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.2
MIR642	0.9	3.1	2.6	2.3	0.0	4.9	0.0	0.0	0.0	0.0	2.8
MIR643	3.3	2.9	0.9	1.0	0.0	0.0	1.7	3.9	6.7	0.0	0.0
MIR644	0.0	1.4	2.7	6.1	0.0	1.4	2.8	1.2	1.4	2.7	1.0
MIR645	5.1	0.0	1.0	0.0	0.3	1.3	1.7	0.0	4.5	3.1	0.0
MIR646	0.0	1.3	0.0	0.7	0.0	0.0	0.0	0.0	2.7	0.6	7.8
MIR647	0.2	0.8	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR648	0.0	0.0	3.5	0.0	1.0	0.0	1.2	0.0	5.0	0.0	2.8
MIR649	0.0	0.0	0.0	1.7	0.4	4.5	0.0	2.6	0.7	0.0	0.0
MIR651	5.8	0.0	0.0	6.3	1.6	0.9	6.5	0.9	2.4	0.0	0.0
MIR652	1.9	2.8	3.5	1.9	0.0	0.0	0.2	1.6	0.0	2.9	0.0
MIR653	0.0	0.0	0.0	0.0	6.8	0.0	0.0	0.2	1.4	0.0	0.0
MIR654	2.3	0.4	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR655	1.4	0.0	0.0	2.4	0.0	0.8	1.0	0.0	0.0	0.0	0.0
MIR656	0.0	0.0	0.0	0.4	0.0	0.0	2.4	0.0	0.0	5.1	0.0
MIR657	7.3	0.0	0.0	0.2	0.0	0.3	2.1	4.5	1.1	0.2	4.4
MIR658	0.8	4.7	0.0	10.9	0.0	0.0	1.9	3.8	0.0	0.0	6.1
MIR659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR660	0.0	0.0	2.2	0.0	0.0	0.0	1.4	2.8	0.0	1.4	0.0
MIR663B	3.8	0.1	2.4	0.7	3.9	0.0	2.7	1.5	12.5	1.0	4.7
MIR665	0.0	0.0	6.5	2.6	7.0	0.0	1.7	0.0	3.6	1.2	0.9
MIR668	0.0	0.5	0.0	2.5	0.0	0.0	0.0	0.6	3.7	0.0	0.0
MIR670	1.4	0.0	0.0	0.0	0.3	2.1	1.8	0.0	0.0	0.0	1.6
MIR708	2.6	0.0	0.1	6.5	7.6	0.7	0.0	0.0	2.2	2.2	1.8
MIR7-1	5.7	4.2	0.6	0.0	0.0	0.0	0.6	3.0	0.0	4.8	1.7
MIR718	0.0	3.9	0.0	1.1	0.0	0.0	0.0	0.0	2.7	0.0	0.0
MIR7-2	1.7	2.8	0.6	0.0	2.8	0.0	0.0	0.0	0.0	2.4	1.9
MIR720	0.0	9.7	10.7	4.2	0.0	3.3	3.3	0.6	11.6	4.7	2.7
MIR7-3	0.0	0.0	0.0	0.0	1.3	0.3	0.0	0.0	0.0	0.0	0.4
MIR744	2.3	0.0	0.2	0.5	0.0	0.0	0.6	0.3	0.0	1.0	0.0
MIR758	3.9	0.0	0.8	0.0	0.0	0.8	3.1	3.1	0.0	1.7	0.0
MIR759	6.5	0.0	1.3	5.0	2.3	0.0	1.4	0.0	0.5	0.0	0.0
MIR760	1.8	3.3	1.9	3.3	2.1	1.2	5.7	0.9	1.0	0.0	0.0
MIR761	0.0	0.0	0.0	4.5	8.8	4.0	5.6	0.0	2.1	2.3	3.0
MIR764	0.0	0.0	0.0	1.6	4.6	0.0	0.0	0.0	0.0	0.0	0.0
MIR765	0.0	0.6	0.0	0.0	0.0	2.6	2.3	0.0	0.6	0.0	0.0
MIR766	0.0	0.0	1.5	1.1	4.0	0.0	0.4	1.8	0.0	0.2	0.8
MIR767	2.9	0.1	1.0	0.0	2.2	0.0	3.6	1.9	2.3	2.8	0.0
MIR769	0.9	0.0	0.0	0.0	0.0	2.8	0.0	4.8	3.2	0.6	0.0
MIR770	0.6	1.3	0.0	0.2	0.0	0.3	0.0	2.4	0.0	1.1	2.9
MIR802	0.0	0.0	0.0	4.9	1.9	0.8	0.0	0.0	0.0	0.0	3.2
MIR873	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.9	2.0	0.0	0.0
MIR874	0.0	1.3	0.0	1.0	0.0	0.0	0.5	0.0	3.4	0.0	2.3
MIR875	0.0	0.0	5.1	0.3	0.0	1.8	0.0	1.1	0.0	0.0	7.9
MIR876	3.3	1.2	1.1	0.9	3.8	0.0	3.4	0.0	0.9	0.0	1.6
MIR877	12.6	22.5	21.9	21.1	9.3	7.5	20.2	8.5	5.9	9.9	11.1
MIR885	0.0	1.4	0.9	4.4	2.1	1.0	5.6	0.0	4.0	2.5	0.0
MIR886	3.2	9.2	24.2	18.1	36.1	27.8	12.0	17.4	6.6	5.8	16.7
MIR887	0.0	1.8	0.0	0.0	2.8	0.0	0.0	1.0	0.0	0.0	2.5
MIR888	0.0	0.0	1.5	0.0	0.0	0.0	0.0	2.3	0.0	0.0	0.0
MIR889	1.8	1.7	0.0	5.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR890	0.0	2.4	2.4	5.7	0.0	0.3	0.0	0.0	0.0	0.0	0.0
MIR891A	0.1	0.0	0.0	1.3	0.0	0.0	1.9	5.6	0.0	1.3	0.5
MIR891B	0.0	0.7	5.3	0.0	0.0	0.0	0.0	0.6	0.0	0.4	1.0
MIR892A	2.7	2.7	0.0	0.0	2.7	2.0	0.7	2.8	0.3	4.2	6.2
MIR892B	0.0	2.9	0.0	0.1	0.8	0.0	2.6	0.0	0.7	0.0	0.7
MIR9-1	0.5	1.4	0.0	0.0	1.3	0.9	0.0	5.6	5.0	5.6	0.0
MIR920	1.5	0.0	0.0	3.9	0.0	3.3	0.1	1.6	0.9	0.0	0.0
MIR921	2.6	0.0	0.0	0.0	1.4	0.0	0.0	0.0	0.0	0.0	4.4
MIR924	0.0	0.0	0.0	2.3	0.0	1.8	0.0	0.0	0.0	7.0	0.0
MIR92A2	1.3	0.0	2.5	0.0	0.0	2.0	1.3	0.0	0.7	0.0	1.2
MIR92B	0.0	0.0	2.0	0.0	0.0	0.2	0.0	0.5	0.0	0.0	0.0
MIR93	0.0	0.0	3.0	9.5	0.0	3.9	0.0	2.8	0.0	0.0	4.1
MIR9-3	0.0	0.8	5.9	1.4	0.0	1.0	4.4	0.0	4.6	1.2	2.1
MIR933	0.0	3.7	3.9	2.1	2.3	1.8	10.0	5.8	0.0	1.3	1.0
MIR934	0.0	0.0	0.0	0.0	3.2	0.0	0.6	3.9	0.0	0.0	0.0
MIR937	0.0	0.0	0.0	1.3	4.6	0.0	0.0	0.0	1.2	0.0	0.0
MIR938	0.0	0.0	0.0	1.1	1.8	1.2	0.0	0.0	1.6	0.0	0.0
MIR939	6.2	12.1	11.8	2.4	7.6	4.3	2.4	4.2	0.8	1.5	5.0
MIR940	0.0	4.8	3.0	5.1	5.4	3.1	4.5	9.1	4.1	4.2	0.3
MIR941-2	0.0	0.7	6.9	1.0	4.5	0.7	0.0	0.3	0.0	0.0	0.0
MIR942	0.0	0.0	0.0	2.0	6.7	0.0	0.2	0.1	1.3	0.0	0.0
MIR943	1.9	0.0	2.9	0.2	0.0	0.0	0.0	0.0	4.5	1.0	0.0
MIR944	0.0	0.0	0.0	3.1	2.5	0.0	1.0	0.0	0.0	0.0	0.9
MIR95	1.8	1.8	1.0	2.3	1.5	4.3	2.5	2.2	5.1	0.0	0.0
MIR96	0.0	1.8	0.0	0.0	0.0	1.4	0.0	11.0	0.7	0.0	0.0
MIR98	0.6	1.3	0.3	0.0	2.8	2.9	3.5	0.0	0.0	7.3	2.2
MIR99A	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	4.5	0.0	0.0
MIR99B	4.7	1.3	7.3	0.2	0.0	4.6	2.3	0.0	0.0	0.8	1.9
MIRH1	1.4	4.3	0.0	5.2	4.9	0.5	0.0	5.8	0.0	2.3	3.9
MIRLET7A1	0.7	0.0	0.9	0.0	0.0	2.7	0.0	0.0	0.0	0.0	1.9
MIRLET7A2	0.0	0.0	0.0	0.0	0.7	0.6	0.0	0.0	0.6	0.7	2.6
MIRLET7C	0.0	0.0	0.0	20.7	0.0	0.0	0.0	0.0	2.3	0.0	0.0
MIRLET7D	12.2	7.3	13.2	1.8	1.6	1.9	4.0	10.0	0.0	10.8	9.3
MIRLET7E	1.0	0.0	0.0	2.8	0.0	0.0	0.0	4.2	0.0	0.0	0.0
MIRLET7F1	2.3	0.2	0.5	14.8	6.9	6.5	0.0	0.0	0.0	5.8	6.4
MIRLET7F2	2.0	0.0	0.0	0.0	1.4	0.1	0.1	0.0	0.0	3.4	0.0
MIRLET7G	2.9	0.2	0.0	1.6	0.0	1.9	0.0	3.6	0.0	0.3	0.0
MIRLET7I	0.0	3.8	7.8	0.0	1.1	0.0	4.4	0.0	0.6	3.5	5.6
MIS12	208.3	191.0	199.2	193.8	185.2	183.8	274.9	137.8	181.1	210.1	179.2
MIST	3.9	0.0	0.0	2.3	1.2	0.0	0.0	8.4	0.0	0.0	0.0
MITD1	117.5	106.2	170.2	164.6	107.1	151.3	114.9	162.4	87.8	237.3	184.4
MITF	0.3	0.3	0.2	1.1	0.0	2.3	0.5	3.6	3.2	0.0	2.6
MIXL1	0.0	0.0	0.0	0.0	0.0	8.4	0.0	0.0	0.0	0.0	0.0
MKI67	2.2	3.1	2.5	1.9	6.5	5.9	14.7	14.7	13.8	4.9	2.9
MKI67IP	171.3	145.8	156.4	141.7	79.8	115.8	159.9	89.3	106.2	172.1	139.8
MKKS	18.6	17.6	31.8	35.2	25.0	34.6	40.7	30.9	36.7	40.7	32.3
MKL1	31.7	39.0	36.6	28.0	70.6	53.5	43.6	109.3	73.8	43.0	77.3
MKL2	4.6	3.6	6.8	4.9	4.2	3.0	7.7	4.0	1.7	4.5	0.0
MKLN1	175.9	161.0	191.8	219.2	96.5	102.6	160.0	125.6	114.9	119.6	85.9
MKNK1	82.2	81.3	66.3	65.2	79.2	64.9	96.0	67.8	73.5	56.4	54.7
MKNK2	635.9	606.4	510.0	476.4	354.8	305.2	298.3	565.3	429.9	374.2	356.6
MKRN1	2237.3	2314.8	1953.5	1791.3	604.8	515.8	1872.7	1168.8	1332.9	1458.3	946.5
MKRN2	90.3	96.8	112.0	96.5	53.1	77.3	93.6	119.9	110.6	82.7	96.6
MKRN3	0.0	0.0	2.7	5.1	1.8	0.0	4.6	1.3	0.7	5.4	2.5
MKS1	3.6	12.2	7.1	8.5	10.1	6.3	18.2	13.8	2.2	8.0	9.7
MKX	1.3	0.9	0.0	0.0	3.1	0.0	1.9	0.0	2.6	3.2	3.9
MLANA	1.9	0.8	6.2	0.7	0.0	3.0	0.0	0.1	0.0	4.5	0.0
MLC1	9.6	14.1	0.0	0.5	2.9	7.9	0.4	6.3	0.0	3.1	8.5
MLEC	101.6	120.9	82.2	71.8	132.6	111.5	145.7	116.7	167.0	104.0	120.8
MLF1	0.0	5.5	1.3	1.1	1.1	0.5	0.0	0.2	9.1	0.0	0.6
MLF1IP	103.1	92.0	73.3	69.4	64.8	75.1	145.3	65.8	77.1	52.9	67.8
MLF2	106.3	117.5	102.7	81.1	137.1	154.5	78.3	179.6	116.9	96.8	169.6
MLH1	65.5	59.0	84.6	106.5	98.5	96.6	163.5	94.6	170.9	118.8	121.1
MLH3	0.0	0.0	0.0	2.4	0.0	0.0	0.0	1.5	0.0	1.8	0.0
MLKL	76.9	81.6	101.8	109.7	107.4	104.9	115.1	156.2	111.0	135.5	84.2
MLL	6.1	9.6	3.8	10.7	4.1	11.4	16.1	17.5	30.0	19.6	38.6
MLL2	6.6	0.0	0.0	1.4	2.4	0.0	0.0	1.0	0.8	1.5	0.0
MLL3	9.5	4.4	0.8	3.3	3.2	5.7	0.4	5.4	0.0	5.6	5.0
MLL4	142.0	165.7	89.2	77.0	62.0	50.1	77.0	98.1	62.4	61.3	47.7
MLL5	27.2	26.9	21.8	22.9	15.7	17.9	17.0	22.5	17.6	23.0	21.3
MLLT1	0.0	3.6	1.5	0.0	3.3	1.5	0.0	4.4	5.1	0.0	1.7
MLLT10	37.8	36.0	51.4	58.8	23.9	34.2	57.3	25.3	35.8	56.2	40.0
MLLT11	77.9	84.5	45.7	61.7	45.1	61.5	42.7	25.9	18.0	56.6	47.8
MLLT3	9.1	13.3	9.7	7.8	5.8	9.8	8.5	8.4	1.2	3.1	2.7
MLLT4	0.0	2.0	0.0	0.1	0.0	0.0	2.1	0.0	0.6	0.0	0.0
MLLT6	139.2	120.5	358.8	291.5	179.0	112.0	139.1	146.2	133.6	261.7	136.4
MLN	0.0	0.0	0.0	0.0	0.0	0.0	1.5	1.9	0.0	0.0	0.0
MLNR	0.0	4.4	0.0	3.4	0.0	0.0	0.0	2.5	0.5	0.0	1.7
MLPH	0.0	0.0	0.0	5.0	0.0	2.3	0.0	0.0	0.0	0.0	1.2
MLST8	54.8	63.6	81.2	72.4	75.1	65.1	32.6	50.8	58.1	28.7	37.2
MLX	4.8	8.2	10.1	6.9	14.7	23.5	10.1	20.2	13.6	18.7	18.6
MLXIP	2.4	6.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4	0.0
MLXIPL	3.4	1.5	2.6	3.1	0.0	0.0	1.8	0.0	0.0	0.0	0.0
MLYCD	0.2	1.1	0.0	1.1	0.0	0.3	1.5	2.5	1.1	5.2	0.1
MMAA	10.6	7.9	14.0	23.4	9.4	6.8	16.2	4.4	13.1	6.7	10.4
MMAB	13.1	5.6	8.8	9.4	13.2	3.9	11.5	4.6	6.4	9.2	5.5
MMACHC	0.7	2.6	5.7	5.1	11.9	8.1	24.8	1.2	8.8	13.2	9.2
MMADHC	371.2	365.4	338.3	364.6	296.8	368.2	372.6	314.7	336.6	316.0	414.7
MMD	377.1	333.0	207.5	233.9	240.6	321.5	249.5	130.0	176.9	149.3	126.7
MMD2	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MME	0.1	0.0	2.8	3.2	0.6	0.0	6.6	3.0	8.0	1.8	0.4
MMEL1	4.0	4.9	0.0	5.4	9.9	12.7	0.0	0.0	1.0	0.0	6.2
MMGT1	111.1	103.3	154.6	147.9	164.0	181.6	185.5	131.4	134.9	143.2	129.1
MMP1	3.1	2.1	3.9	1.5	0.8	8.2	4.5	4.3	2.2	0.0	0.7
MMP10	0.0	0.0	1.6	0.0	0.0	0.0	0.0	0.0	0.5	0.0	13.0
MMP11	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	6.7	4.5	0.0
MMP12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.9	0.0	0.0	2.2
MMP13	0.0	1.4	0.7	2.5	0.0	0.0	0.0	1.8	0.0	0.0	1.6
MMP14	5.3	3.5	0.0	0.7	0.3	6.1	0.8	3.6	0.0	4.3	6.7
MMP15	0.0	2.0	0.0	4.5	4.0	3.0	0.0	0.2	0.0	0.0	0.0
MMP16	1.1	0.0	0.6	2.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MMP17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MMP19	0.0	0.0	1.1	0.0	3.0	2.3	0.0	3.0	0.6	0.9	1.5
MMP2	3.1	8.2	1.0	3.0	0.0	1.8	0.0	0.0	0.0	0.0	0.0
MMP20	0.4	3.3	0.0	1.1	0.0	0.0	0.6	1.2	2.4	1.3	0.0
MMP21	1.4	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0
